596,138,5
1146,138,3
1871,138,5
769,143,4
1333,143,4
195,143,4
199,143,4
298,143,3
1507,143,3
1900,143,4
1856,143,5
1500,143,4
265,143,4
906,143,4
2000,143,5
1442,143,5
596,143,2
481,143,3
134,143,5
1626,143,4
1067,143,5
1457,143,4
1918,143,2
1831,143,5
424,143,4
1310,143,3
1427,148,1
1333,148,2
1409,148,3
1830,148,3
1897,148,3
1611,148,5
609,148,4
1500,148,4
79,148,1
477,148,2
201,148,1
1276,148,4
2000,148,2
1082,148,3
134,148,5
283,148,1
1626,148,2
614,148,2
1457,148,2
1918,148,3
1831,148,4
1702,148,3
1738,148,3
536,148,5
384,152,4
1331,152,3
1830,152,3
1186,152,3
829,152,5
1664,152,4
442,155,2
769,156,2
906,156,3
756,156,3
527,156,4
1457,156,3
6,157,3
1481,157,4
462,158,2
1298,164,1
1221,165,3
1331,166,4
788,167,4
97,167,4
87,167,4
363,167,5
330,167,4
158,169,3
1427,171,3
1331,171,3
664,171,3
1271,171,3
2000,171,5
1211,171,4
1871,171,5
330,171,4
1333,173,2
6,173,4
769,175,5
1427,175,5
1333,175,3
478,175,1
195,175,5
199,175,4
602,175,4
664,175,4
302,175,5
1893,175,4
1086,175,3
1897,175,4
1069,175,4
440,175,4
298,175,4
695,175,2
164,175,5
1357,175,3
87,175,5
97,175,3
1573,175,5
1723,175,5
1097,175,3
1882,175,5
1500,175,4
1811,175,4
766,175,4
131,175,2
1576,175,5
906,175,4
1689,175,3
1717,175,4
1527,175,1
2000,175,4
1420,175,5
684,175,5
7,175,5
266,175,5
1044,175,4
596,175,5
1533,175,4
1553,175,5
1221,175,5
981,175,5
998,175,2
1701,175,4
439,175,1
1809,175,3
1626,175,5
305,175,1
1328,175,4
10,175,3
1922,175,3
561,175,4
742,175,4
1457,175,4
1531,175,4
933,175,3
1702,175,3
1295,175,5
6,175,5
785,175,5
304,175,5
1310,175,4
735,175,5
1333,178,3
25,178,3
59,180,2
684,180,4
1323,180,4
962,181,3
1527,181,5
7,185,4
1427,187,1
1333,187,3
1882,187,4
906,187,1
2000,187,3
1374,187,4
481,187,3
981,187,1
1809,187,3
305,187,4
536,187,3
815,187,3
1310,187,3
735,187,5
1658,188,2
1636,189,2
684,189,2
1442,189,5
561,189,5
188,189,4
735,189,3
261,191,2
769,191,3
979,191,3
1333,191,1
834,191,3
195,191,5
199,191,4
1409,191,4
602,191,5
59,191,5
383,191,3
1385,191,3
42,191,3
1357,191,1
169,191,4
87,191,4
352,191,5
247,191,4
1500,191,4
750,191,5
766,191,5
1369,191,5
79,191,4
477,191,4
201,191,5
462,191,2
1117,191,3
1527,191,5
2000,191,3
684,191,5
1771,191,5
1985,191,5
7,191,4
592,191,3
1442,191,5
1693,191,4
1715,191,5
1315,191,5
437,191,3
266,191,4
1374,191,5
596,191,4
1533,191,4
481,191,5
134,191,5
527,191,4
1701,191,4
305,191,5
10,191,4
1211,191,5
561,191,5
1146,191,4
1457,191,4
1918,191,3
1831,191,3
1664,191,5
1702,191,3
1512,191,3
1323,191,4
6,191,2
1750,191,4
1534,191,4
785,191,5
1738,191,5
291,191,3
1650,191,5
930,191,4
1768,191,5
304,191,3
188,191,3
688,191,5
1310,191,4
1070,191,3
1038,191,4
735,191,4
769,197,2
384,197,4
1353,197,2
1691,197,3
1561,197,5
1333,197,2
546,197,2
1179,197,3
840,197,4
199,197,3
1409,197,4
602,197,3
682,197,4
788,197,3
1611,197,3
42,197,4
1507,197,1
719,197,5
1921,197,5
1846,197,4
1357,197,4
1636,197,3
352,197,5
1186,197,3
1500,197,4
750,197,3
1811,197,2
766,197,3
477,197,5
462,197,2
1276,197,4
1330,197,3
301,197,4
585,197,3
756,197,4
1771,197,3
911,197,3
1442,197,4
1693,197,4
178,197,3
825,197,3
437,197,3
1082,197,2
481,197,4
1221,197,2
527,197,4
183,197,4
998,197,3
1701,197,3
1328,197,3
10,197,4
1067,197,1
1457,197,3
1531,197,3
1831,197,4
1760,197,4
6,197,3
33,197,4
1738,197,2
1310,197,3
735,197,4
1427,199,2
769,199,4
1333,199,3
664,199,4
1086,199,4
695,199,4
1507,199,3
1846,199,4
1723,199,4
1900,199,5
1500,199,3
1811,199,2
906,199,5
1689,199,3
756,199,4
1420,199,4
684,199,5
981,199,4
1922,199,5
1457,199,4
508,199,4
188,199,4
330,199,3
1069,201,4
857,201,4
1333,206,3
1897,208,3
1533,208,4
1442,209,5
1146,209,4
614,209,5
834,210,4
1044,211,3
1333,213,3
527,213,3
192,213,4
1409,215,5
609,215,5
1186,215,4
1527,215,5
1534,216,3
1527,222,2
684,222,3
748,223,3
383,223,4
1385,223,5
1034,223,5
609,223,4
1573,223,5
766,223,4
1369,223,5
1527,223,5
1819,223,5
1533,223,3
1553,223,5
981,223,5
1626,223,5
742,223,5
785,223,5
1738,223,2
1520,223,4
1070,223,4
1913,225,4
79,225,2
592,225,2
1722,225,3
1221,225,4
1500,227,2
250,227,5
1333,231,3
1333,232,1
1500,232,3
1533,238,4
1734,240,5
1427,241,4
769,241,5
1333,241,3
664,241,4
1086,241,5
298,241,5
383,241,3
695,241,4
169,241,4
131,241,3
1734,241,5
684,241,5
1771,241,5
1044,241,4
1243,241,4
1626,241,4
305,241,5
1588,241,5
1328,241,4
1922,241,4
1457,241,5
1831,241,2
1295,241,5
6,241,3
1534,241,5
330,241,4
1333,248,3
1024,248,3
87,248,5
1588,248,4
1333,252,2
302,252,3
1830,252,4
1611,252,4
383,252,3
1034,252,3
1500,252,4
1730,252,5
265,252,4
201,252,4
462,252,3
1894,252,5
1878,252,2
915,252,4
1664,252,4
1871,252,4
291,252,4
815,252,4
769,253,3
1507,253,5
242,254,3
1894,255,1
933,255,3
1333,256,3
1507,256,4
756,256,3
2000,256,5
684,256,5
1457,256,1
939,256,4
1331,257,4
1746,257,4
1611,257,5
314,257,5
609,257,3
1900,257,4
116,257,4
1730,257,5
1271,257,5
265,257,4
79,257,5
906,257,5
201,257,4
1894,257,5
94,257,2
7,257,5
1442,257,5
1533,257,5
481,257,3
1878,257,5
1809,257,4
305,257,4
268,257,5
1871,257,2
1702,257,4
1331,262,3
79,262,5
1664,262,5
1527,263,5
1070,263,4
1333,268,3
657,268,2
2000,268,5
1750,268,5
1830,269,3
1034,269,4
1500,269,4
265,269,3
1894,269,3
2000,269,4
1442,269,5
981,269,3
1588,269,4
1457,269,3
1310,269,4
1810,270,5
478,270,4
1409,270,5
602,270,2
1135,270,5
1830,270,5
1897,270,5
1088,270,4
1846,270,5
97,270,3
1186,270,5
142,270,4
877,270,5
462,270,5
1276,270,5
1894,270,4
1983,270,4
307,270,5
1243,270,4
134,270,5
283,270,4
1940,270,4
1146,270,4
614,270,5
1918,270,5
1831,270,5
1871,270,5
1702,270,4
1534,270,5
785,270,5
930,270,1
1310,270,3
1038,270,5
967,271,2
979,273,2
546,273,4
834,273,3
793,273,4
1947,273,1
199,273,4
788,273,3
247,273,1
1900,273,3
781,273,1
1811,273,1
201,273,2
462,273,1
1527,273,2
7,273,4
481,273,5
134,273,5
1221,273,3
416,273,5
183,273,3
1067,273,3
1918,273,2
1702,273,3
1871,273,4
424,273,2
1810,275,5
1333,275,4
744,275,5
97,275,4
1985,275,3
592,275,5
1044,275,4
1082,275,4
1512,275,3
1715,280,5
192,280,4
1333,281,3
477,281,4
1527,281,3
1070,281,3
1333,283,4
1590,283,4
7,283,5
1809,283,5
1871,283,2
1333,285,1
195,285,3
199,285,4
169,285,3
1636,285,2
265,285,3
79,285,3
7,285,5
250,285,5
1442,285,4
10,285,3
188,285,3
1310,285,5
164,288,3
1897,289,4
134,289,4
769,290,3
1427,290,4
1691,290,4
1333,290,4
199,290,3
1409,290,5
788,290,3
298,290,4
87,290,3
1573,290,2
1500,290,2
766,290,4
1276,290,3
1894,290,3
1527,290,5
308,290,3
592,290,2
1315,290,4
1722,290,2
333,290,4
266,290,4
967,290,3
134,290,5
1221,290,4
1553,290,5
1626,290,3
561,290,5
742,290,2
1531,290,3
1918,290,2
1702,290,4
1295,290,3
785,290,5
188,290,4
939,290,3
735,290,4
756,294,4
1409,295,4
602,295,3
1830,295,5
1086,295,4
1897,295,3
1611,295,4
383,295,4
609,295,3
1500,295,4
1369,295,3
1276,295,3
1894,295,4
1117,295,3
2000,295,3
1442,295,3
1715,295,4
134,295,5
283,295,3
1626,295,4
685,295,3
1918,295,4
6,295,4
304,295,2
188,295,4
735,295,3
788,297,2
1750,297,5
1427,299,4
1333,299,1
834,299,2
1179,299,3
1409,299,4
302,299,3
1830,299,3
1086,299,4
1897,299,5
1611,299,3
383,299,4
1034,299,5
609,299,4
1846,299,3
97,299,3
1573,299,5
485,299,3
1215,299,5
116,299,4
1500,299,2
750,299,2
1811,299,3
1590,299,4
1271,299,4
79,299,5
265,299,4
1734,299,5
477,299,3
906,299,3
462,299,3
1689,299,4
1276,299,3
1527,299,4
2000,299,3
1985,299,4
7,299,4
592,299,4
1715,299,4
1928,299,2
1109,299,2
283,299,5
527,299,5
998,299,3
1809,299,4
1588,299,4
10,299,2
1211,299,4
561,299,5
1146,299,4
1457,299,4
268,299,4
1918,299,2
933,299,4
1871,299,4
1702,299,3
6,299,3
1534,299,5
616,299,4
1738,299,5
291,299,5
536,299,3
1310,299,4
330,299,2
1333,302,3
592,302,3
1409,305,5
1830,305,3
609,305,4
1636,305,3
1442,305,5
685,305,3
769,311,4
1333,311,3
1069,311,3
298,311,4
1507,311,2
1811,311,5
906,311,4
2000,311,4
1442,311,4
1715,311,4
1044,311,2
981,311,4
1701,311,3
1809,311,4
305,311,4
304,311,4
1427,312,4
769,312,3
1333,312,3
1947,312,3
1830,312,4
1086,312,4
1897,312,5
1636,312,5
544,312,5
485,312,4
1811,312,2
79,312,1
265,312,3
906,312,3
1527,312,5
2000,312,5
684,312,5
1791,312,2
1715,312,5
596,312,4
283,312,4
527,312,5
981,312,3
1809,312,4
1211,312,4
561,312,4
1457,312,3
933,312,3
508,312,5
1534,312,5
304,312,4
188,312,3
735,312,5
1427,313,1
384,313,4
909,313,3
979,313,5
1333,313,3
195,313,3
199,313,4
1409,313,4
602,313,5
682,313,4
1331,313,3
59,313,5
1135,313,4
302,313,3
1897,313,4
1611,313,2
470,313,4
1913,313,5
695,313,4
1346,313,5
97,313,3
1188,313,4
1856,313,5
116,313,4
1500,313,3
1811,313,4
296,313,4
131,313,2
1523,313,3
1734,313,3
906,313,3
462,313,4
1689,313,3
1276,313,4
1117,313,4
1527,313,2
2000,313,4
684,313,5
94,313,5
1791,313,5
7,313,5
711,313,4
1442,313,4
1715,313,1
1315,313,5
660,313,2
1044,313,4
1082,313,4
1374,313,5
481,313,5
283,313,2
183,313,5
998,313,4
1701,313,3
1626,313,4
1588,313,2
1211,313,1
1922,313,2
742,313,4
614,313,4
1531,313,2
1918,313,3
933,313,4
1664,313,5
1871,313,3
1650,313,4
424,313,5
304,313,4
188,313,2
1310,313,3
1070,313,3
1485,313,1
735,313,4
1333,314,3
1533,316,5
1070,316,4
769,321,2
769,322,2
508,325,4
906,327,2
1427,329,3
769,329,3
1333,329,3
1947,329,5
195,329,2
199,329,5
1409,329,2
1331,329,3
1746,329,3
1830,329,5
1086,329,3
1897,329,4
383,329,3
164,329,5
97,329,1
1590,329,5
131,329,2
477,329,4
906,329,3
1527,329,5
756,329,2
2000,329,3
1420,329,4
94,329,4
7,329,4
1442,329,5
1693,329,4
1715,329,2
437,329,2
955,329,2
481,329,4
134,329,4
1553,329,1
981,329,3
998,329,3
1809,329,4
1626,329,4
1211,329,5
1922,329,4
561,329,5
1146,329,4
742,329,3
1457,329,3
1531,329,4
1295,329,4
1702,329,4
1512,329,2
6,329,4
508,329,3
785,329,3
1738,329,4
291,329,3
930,329,3
304,329,5
188,329,4
1310,329,5
735,329,5
769,330,3
199,330,4
1897,330,3
1357,330,5
1500,330,3
944,330,4
1527,330,2
684,330,4
1442,330,4
1693,330,4
1533,330,1
134,330,5
1831,330,5
1702,330,3
1738,330,3
1310,330,4
769,331,4
1333,331,2
834,331,2
199,331,5
1409,331,4
59,331,3
1830,331,3
1086,331,4
1897,331,5
609,331,3
1024,331,4
544,331,3
1856,331,5
1500,331,3
79,331,3
1523,331,4
906,331,3
1527,331,4
2000,331,5
592,331,3
1442,331,5
911,331,3
955,331,2
283,331,4
981,331,3
1809,331,3
1626,331,5
192,331,4
1211,331,4
561,331,5
369,331,4
1457,331,2
1918,331,3
1295,331,5
1534,331,4
1738,331,4
304,331,5
1310,331,5
735,331,5
1333,333,4
1333,334,3
546,334,3
834,334,1
1611,334,3
310,334,4
719,334,4
1730,334,3
1590,334,2
1236,334,4
79,334,4
201,334,3
462,334,2
491,334,4
1894,334,4
592,334,4
1693,334,3
126,334,5
158,334,4
437,334,2
1044,334,3
1969,334,4
665,334,4
481,334,5
1878,334,5
385,334,4
183,334,4
490,334,5
1664,334,5
1658,334,3
358,334,2
1333,337,2
1333,340,2
1746,344,2
1734,344,5
442,345,5
1442,345,5
596,345,5
1146,345,3
1871,345,5
1897,348,3
1811,348,4
131,348,3
906,348,4
2000,348,3
684,348,3
7,348,4
596,348,4
1355,348,3
495,348,5
508,348,3
1310,348,5
834,353,2
199,353,4
97,353,4
1523,353,3
1442,353,4
481,353,5
1457,353,3
1534,353,3
815,353,2
1310,353,2
1333,356,3
1427,357,4
769,357,4
1810,357,4
1333,357,5
1947,357,3
840,357,4
59,357,4
1830,357,2
1086,357,4
788,357,5
1611,357,3
440,357,4
1385,357,2
695,357,4
42,357,3
1088,357,5
1846,357,3
97,357,2
87,357,4
1573,357,3
247,357,4
485,357,2
1818,357,5
767,357,4
1856,357,4
1811,357,4
296,357,1
1236,357,3
265,357,2
906,357,4
1689,357,3
1894,357,4
1983,357,5
301,357,4
756,357,4
1527,357,1
7,357,5
592,357,4
1442,357,4
1722,357,5
333,357,4
437,357,2
1044,357,4
527,357,2
981,357,4
368,357,2
183,357,4
1940,357,5
1355,357,4
495,357,4
242,357,3
933,357,5
1918,357,3
1658,357,2
1534,357,4
1493,357,2
1298,357,5
536,357,3
492,357,1
1333,358,3
756,358,4
1315,359,2
1871,359,4
769,360,2
684,360,5
1427,361,3
1333,361,3
788,361,5
1846,361,4
87,361,3
79,361,4
462,361,4
201,361,4
2000,361,3
1442,361,5
1693,361,4
1044,361,3
168,361,5
385,361,4
183,361,4
734,361,3
1918,361,3
6,361,3
536,361,3
424,361,2
1310,361,3
1038,361,4
769,362,1
527,362,2
265,363,2
769,367,3
1333,367,2
199,367,4
1086,367,3
2000,367,3
911,367,3
1315,367,4
299,367,3
527,368,3
1871,371,5
87,375,3
1323,376,4
1378,378,3
298,378,3
735,378,4
748,381,3
134,381,3
1326,381,4
1179,385,3
1135,385,3
1346,385,5
201,385,4
301,385,4
1985,385,5
1442,385,4
1588,386,3
1333,390,2
1831,390,4
199,393,5
1117,393,3
1527,393,4
684,393,4
134,393,5
1626,393,3
561,393,5
291,393,3
1310,393,2
1333,395,3
1734,395,5
1507,397,4
769,398,2
1333,398,3
1007,398,1
1442,401,4
1358,403,1
1333,405,4
333,405,1
769,406,3
1333,406,3
744,406,4
1947,406,4
840,406,4
788,406,3
164,406,3
719,406,5
1186,406,4
1059,406,4
1500,406,2
1590,406,3
766,406,3
1236,406,3
79,406,4
477,406,4
1268,406,2
462,406,3
1117,406,3
756,406,3
911,406,4
1693,406,4
437,406,2
1082,406,4
481,406,5
1221,406,5
368,406,3
183,406,4
1626,406,4
1922,406,3
1067,406,3
1831,406,5
815,406,4
769,408,3
596,408,3
310,409,5
979,410,2
1427,413,4
769,413,4
1810,413,1
1333,413,3
478,413,3
1897,413,4
1611,413,2
298,413,1
97,413,2
1020,413,2
1590,413,4
131,413,2
906,413,3
1276,413,1
1894,413,4
1983,413,4
1527,413,5
2000,413,5
1420,413,3
684,413,5
1044,413,3
1374,413,4
527,413,4
1701,413,3
369,413,3
1457,413,4
508,413,2
1534,413,3
1310,413,5
283,414,3
1922,414,2
1768,415,2
788,416,2
87,416,4
1523,416,1
1983,416,3
333,416,4
981,416,3
242,416,1
735,416,4
1333,420,2
1830,420,4
1771,421,5
1088,422,5
1734,422,4
1871,422,5
769,424,2
1333,424,3
1024,424,2
544,424,4
1723,424,5
906,424,3
2000,424,4
1374,424,2
742,424,4
508,424,4
735,424,1
979,425,5
442,425,4
1664,425,5
383,426,3
79,426,4
491,428,4
79,429,3
1664,429,3
481,430,4
1527,431,3
305,431,5
1611,433,5
1442,433,4
116,436,3
1276,436,5
1702,436,4
1738,436,4
199,442,5
177,442,4
1611,442,4
1723,442,5
1900,442,5
1500,442,4
1811,442,4
906,442,4
369,442,4
268,442,5
1918,442,4
1871,442,3
1534,442,3
261,443,1
1810,443,5
1333,443,4
1830,443,5
1086,443,4
788,443,5
1357,443,3
97,443,5
1856,443,5
471,443,4
1811,443,3
296,443,4
1523,443,5
906,443,4
83,443,4
756,443,2
2000,443,5
1044,443,4
1243,443,4
283,443,4
1701,443,3
192,443,4
495,443,4
1457,443,4
424,443,3
1333,445,3
1636,445,3
307,445,5
561,445,4
1457,445,4
6,445,3
1310,445,4
1527,451,5
1809,451,5
1070,451,5
1947,452,2
481,452,5
1527,455,4
1427,457,5
261,457,1
769,457,5
909,457,5
1810,457,5
1333,457,2
1179,457,1
195,457,5
1947,457,4
199,457,5
1409,457,4
59,457,4
1893,457,4
1746,457,1
788,457,4
517,457,3
440,457,5
298,457,4
383,457,4
1346,457,5
1024,457,4
1507,457,2
169,457,4
1573,457,4
1186,457,3
1900,457,4
952,457,4
1097,457,4
767,457,4
1500,457,4
1811,457,3
1590,457,4
766,457,4
1369,457,5
477,457,3
857,457,3
462,457,3
1983,457,4
1117,457,4
756,457,1
1527,457,4
1420,457,5
684,457,5
1771,457,4
1985,457,5
7,457,5
1693,457,3
437,457,2
333,457,5
1079,457,2
1374,457,5
787,457,5
1533,457,4
481,457,5
134,457,3
283,457,4
981,457,5
527,457,4
183,457,3
1701,457,5
1626,457,5
192,457,4
1211,457,5
242,457,4
1922,457,4
1146,457,4
1067,457,3
1457,457,2
1918,457,3
1295,457,4
1871,457,3
1512,457,4
1323,457,4
6,457,5
1658,457,3
508,457,4
1534,457,4
1738,457,3
304,457,3
663,457,1
188,457,4
550,457,5
1070,457,4
1038,457,4
735,457,3
87,458,4
7,458,5
1333,459,2
1331,462,4
1442,462,5
1658,463,2
1871,467,4
384,468,3
1691,468,4
1333,468,2
478,468,1
744,468,1
195,468,3
602,468,5
59,468,5
231,468,4
42,468,4
1846,468,3
1636,468,1
352,468,3
1900,468,3
766,468,4
1236,468,1
79,468,4
477,468,4
462,468,4
1276,468,5
1117,468,3
2000,468,2
920,468,2
684,468,5
1985,468,5
7,468,5
1693,468,5
1715,468,3
437,468,3
1374,468,4
1533,468,3
527,468,2
1701,468,4
1626,468,4
1588,468,2
305,468,4
10,468,3
561,468,5
1146,468,2
1067,468,4
1457,468,3
1831,468,3
6,468,3
1658,468,4
1534,468,3
930,468,4
1768,468,5
188,468,3
769,471,4
1323,471,4
1311,472,4
1333,473,4
657,473,2
1385,473,3
352,473,4
1527,473,4
2000,473,5
1985,473,5
1606,473,4
481,473,4
368,473,4
305,473,5
10,473,5
1211,473,5
1146,473,4
1457,473,5
1738,473,1
1070,473,5
1333,474,3
1179,474,4
1243,474,3
815,474,4
79,475,4
1573,476,5
298,477,4
1427,482,5
384,482,3
1333,482,1
1179,482,1
1409,482,3
1331,482,1
1830,482,5
788,482,3
695,482,2
1024,482,4
544,482,4
97,482,5
87,482,5
142,482,3
1856,482,4
1590,482,5
1236,482,3
131,482,3
1523,482,4
906,482,4
437,482,2
1243,482,4
967,482,3
1374,482,5
981,482,3
1701,482,3
192,482,4
561,482,4
1067,482,4
1531,482,4
933,482,3
1295,482,2
1871,482,3
424,482,4
1206,482,5
304,482,4
1691,483,3
979,483,2
1333,483,2
1358,483,4
793,483,4
1947,483,5
199,483,5
1409,483,3
602,483,3
302,483,3
1746,483,3
788,483,4
1611,483,4
470,483,2
383,483,4
1385,483,4
1913,483,5
164,483,2
1346,483,5
609,483,3
719,483,4
1921,483,5
1846,483,3
169,483,3
97,483,1
1186,483,3
1573,483,2
485,483,4
1900,483,3
116,483,4
1500,483,3
766,483,5
79,483,4
265,483,3
1523,483,3
1734,483,3
857,483,2
442,483,1
1276,483,3
1117,483,3
1527,483,3
2000,483,3
684,483,3
94,483,2
1442,483,5
1693,483,4
1715,483,4
437,483,2
1044,483,3
1374,483,4
578,483,4
481,483,5
134,483,5
1221,483,4
283,483,4
527,483,3
1701,483,1
1588,483,4
10,483,2
561,483,3
1146,483,3
1457,483,3
268,483,4
1531,483,2
1918,483,4
1831,483,4
933,483,2
1871,483,4
1664,483,5
1512,483,2
1658,483,4
785,483,3
291,483,4
358,483,4
1650,483,2
1520,483,3
1889,483,4
663,483,4
188,483,3
798,483,3
688,483,5
1070,483,3
1333,488,3
1333,490,3
769,494,3
195,494,4
199,494,3
1331,494,3
1900,494,4
1500,494,4
906,494,4
756,494,1
1442,494,1
266,494,5
1243,494,4
981,494,4
1809,494,5
305,494,5
561,494,3
1295,494,5
6,494,3
508,494,5
785,494,3
304,494,5
735,494,4
1715,497,3
1427,499,3
1791,499,4
815,499,4
1333,500,4
769,501,3
1333,501,3
1086,501,4
2000,501,4
1771,501,4
7,501,5
307,501,5
742,501,4
1871,501,4
6,501,3
785,501,3
756,504,1
1894,505,4
424,505,1
268,509,2
1333,511,2
298,513,4
1427,516,4
1810,516,3
1333,516,4
478,516,4
1086,516,5
1897,516,4
1034,516,1
1856,516,4
756,516,5
2000,516,3
592,516,4
1355,516,2
1809,516,3
1328,516,4
1211,516,5
1285,516,4
834,517,3
1457,517,2
1702,517,4
1310,517,2
1427,518,5
1333,518,4
1746,518,5
1070,520,4
1427,524,3
769,524,3
906,524,4
2000,524,4
1442,524,3
1457,524,5
1310,524,3
1533,527,1
769,528,3
199,528,5
1311,528,5
1369,528,2
79,528,1
547,528,3
201,528,3
462,528,2
1527,528,5
437,528,1
1969,528,2
1221,528,1
1295,528,3
1512,528,2
6,528,4
424,528,4
930,528,2
383,531,2
547,533,4
201,533,5
2000,533,2
578,533,3
1427,534,4
1333,534,3
1771,534,3
7,535,3
1897,548,5
1507,548,1
2000,548,3
561,548,5
1333,550,2
1409,550,2
1830,550,5
1897,550,3
1611,550,4
383,550,2
1636,550,5
1912,550,5
97,550,3
1734,550,3
477,550,3
201,550,3
1689,550,4
7,550,5
250,550,5
1442,550,5
1082,550,5
481,550,4
134,550,5
998,550,4
561,550,1
1146,550,3
1664,550,5
1871,550,4
1738,550,3
188,550,3
1310,550,2
1038,550,4
1086,551,4
1897,551,3
719,551,4
485,551,4
1523,551,2
1985,551,5
1911,551,3
1442,551,5
283,551,3
1588,551,2
815,551,4
267,551,3
1913,557,1
1442,560,5
1333,561,3
906,561,4
495,561,5
302,563,3
1500,563,4
750,563,4
79,563,4
2000,563,3
7,563,2
481,563,4
1871,563,5
1664,563,4
1333,564,1
134,564,5
527,564,3
1626,564,4
6,564,4
756,566,1
788,569,4
1248,569,5
1442,569,5
1044,570,2
1427,571,5
769,571,3
384,571,3
1691,571,3
1333,571,4
1179,571,4
1947,571,4
195,571,5
199,571,5
1409,571,2
602,571,3
1933,571,4
664,571,5
302,571,4
1944,571,5
1746,571,5
1830,571,5
1086,571,5
1897,571,5
989,571,3
1069,571,5
298,571,4
695,571,3
164,571,5
609,571,4
1507,571,3
1846,571,5
1357,571,3
169,571,4
1636,571,1
544,571,5
97,571,3
1573,571,3
1900,571,4
1856,571,4
1500,571,4
1882,571,5
1811,571,3
1590,571,5
766,571,4
296,571,1
265,571,3
131,571,5
1523,571,3
547,571,5
857,571,5
906,571,4
1689,571,3
1276,571,4
997,571,1
1983,571,5
1117,571,4
1527,571,3
756,571,3
2000,571,5
1420,571,5
920,571,5
684,571,5
1771,571,5
94,571,5
7,571,4
968,571,3
1911,571,5
1442,571,4
1693,571,4
1606,571,4
333,571,4
266,571,4
1044,571,3
1243,571,4
1374,571,5
787,571,5
596,571,4
